phase,task,model,arm,seed,reused,first8_step_loss,last8_step_loss,first8_preclip_grad_norm,clip_step_fraction,dev_primary_if_available,test_primary,training_metadata,training_metadata_sha256,dev_summary_if_available,dev_summary_sha256_if_available
core,cluener,qwen25_05b_base,hidden_output,6101,False,0.3817752151953755,0.10703259782167152,3.5601343363523483,0.234375,57.54812563323202,58.07888040712468,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_hidden_output_s6101/TRAINING.json,fea834467eb8da616c38b5a5041d70a0bf9d175738bf1bd8ae015f0506d8873f,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_hidden_output_s6101/dev/SUMMARY.json,0cbf4f1f6e42e91780c7a0259ac12caf1962e4fd96c52a378b0dadc233718ec9
core,cluener,qwen25_05b_base,hidden_output,6102,False,0.35825193021446466,0.11851652158657089,2.7129699289798737,0.3125,57.868020304568525,57.815232946414376,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_hidden_output_s6102/TRAINING.json,0da864feda8970ebbd4e0831d775f147a32d0de4cc815938ebfc827679b2036d,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_hidden_output_s6102/dev/SUMMARY.json,a16e8facbf8a3bf3c1f2b4d6da9320009b583054875ec0d9683780edeba0bec0
core,cluener,qwen25_05b_base,hidden_both,6100,False,0.3564002219354734,0.12370370327334967,4.933356583118439,0.984375,57.585139318885446,57.44784085395439,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_hidden_both_s6100/TRAINING.json,3b0d10e9747227bdc87d58d91d4b0ee16029b708e4f75c2ce5f5fa7041c63b48,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_hidden_both_s6100/dev/SUMMARY.json,77f8cd585584238856c01ebac0c22334ccb5881734bc287efa3cdd60da1090fc
core,cluener,qwen25_05b_base,hidden_both,6101,False,0.3785238155251136,0.10583339615550358,6.361349672079086,0.984375,58.96907216494845,57.79831129520471,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_hidden_both_s6101/TRAINING.json,0d179d5305c90ba3da9c4c56c9b26d54954e82acee111cb73a635c6f9539dc1d,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_hidden_both_s6101/dev/SUMMARY.json,d821c0adc6f41e6f886a63408b28abec6f19675bbff5268bd54d827e2509bc4e
core,cluener,qwen25_05b_base,hidden_both,6102,False,0.3562572043738328,0.11683580400494975,5.307975202798843,0.9375,57.55102040816327,58.336,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_hidden_both_s6102/TRAINING.json,43aa4809f2a04d8b725897dad939859018d6bd234d37a8195a11b924ec6b4820,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_hidden_both_s6102/dev/SUMMARY.json,5812f43745cedb6265b0b69f03c41cd18819eaf46cab8186742b555cfcffbae7
core,cluener,qwen25_05b_base,input,6100,False,0.55715498898644,0.23361774554359727,5.939302712678909,1.0,31.839847473784555,28.012449977767897,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_input_s6100/TRAINING.json,e3fac3e089cd273ab4b61575d9e8fad18f0e720d6bc25ca7de164b2353ed69f6,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_input_s6100/dev/SUMMARY.json,bcf5e1221639ed3ab4a1609148e0fbc85635e4dee1791693434d2544abec0ec6
core,cluener,qwen25_05b_base,input,6101,False,0.5719361954834312,0.21711555661750026,6.202309340238571,1.0,30.71090047393365,27.627539833357694,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_input_s6101/TRAINING.json,ce37024fe4f8e2b9620a698b0bbb6c15b81a698381f9424903f3079c008aa7c8,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_input_s6101/dev/SUMMARY.json,3cbc95f7764ce559a4b46b12229521dbf8a01692ca6cdf6b219c585076d3af3f
core,cluener,qwen25_05b_base,input,6102,False,0.555426099919714,0.2164489622518886,5.885556757450104,1.0,33.86773547094188,30.120665953872003,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_input_s6102/TRAINING.json,7ecec520d89dd55a2ffa4e4b61bc8e82a49d94c028a21f1bf5b4725de95f961e,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_input_s6102/dev/SUMMARY.json,6d445ccf35f6cb95561d64ff67d365d3a638c7e48a9aa53cd9096bf9ca2d9bc1
core,cluener,qwen25_05b_base,output,6100,False,0.5311807517427951,0.27669414173578843,3.089774012565613,0.5625,21.708185053380785,21.632765255634965,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_output_s6100/TRAINING.json,748c4563e6200edbe426debb6f85aa1ec837e16c7c41e23353c1766eb591a20f,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_output_s6100/dev/SUMMARY.json,d4beb0f0551a9d4f4bdf06483d4a9bf42ee2a3ff4d86e55f17c0c6e141619bd3
core,cluener,qwen25_05b_base,output,6101,False,0.5454835046548396,0.2616660795174539,3.828391194343567,0.734375,19.666374012291485,21.148118061196858,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_output_s6101/TRAINING.json,79e611b22f3800c5138844a1df0fc0e9e30e6f0c9e579cb05699f5bd837077a5,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_output_s6101/dev/SUMMARY.json,d2412fe46c60b71e0fdfd9701b5361e90758fbfd6893c00dd5da34da84810f4a
core,cluener,qwen25_05b_base,output,6102,False,0.5343995162984356,0.2499495967058465,3.1197727024555206,0.5,22.552447552447553,22.730945327228657,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_output_s6102/TRAINING.json,126442f7ff3d63f9908d280110f4d3569c434dd7cc816b03dc1a80a655ea1827,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_output_s6102/dev/SUMMARY.json,79add9536ce0bca4a82470ecc83f4d16e9cc024a3bced906b5b0cce46079dfe7
core,cluener,qwen25_05b_base,both,6100,False,0.46267837489722297,0.19578819956223015,5.453405380249023,1.0,36.8474923234391,37.36298152207955,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_both_s6100/TRAINING.json,35c421ef249854e733d27e72b5df6ab46d3823fd6da30e1716c3ae54c436cefb,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_both_s6100/dev/SUMMARY.json,0834715ae0ae17338956ac4b8a57eb3e6b0c6c3e43223cc671e40980ab877670
core,cluener,qwen25_05b_base,both,6101,False,0.4775518234819174,0.17827951299841516,6.3071728348731995,1.0,33.72319688109162,35.55488540410133,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_both_s6101/TRAINING.json,d76fadccdf363d50a977ad801931f82898980586b34979e851901d1ec107914c,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_both_s6101/dev/SUMMARY.json,734852255d4d7635e55e2c42053e565cce2ddf61ab1e67c3d3c90e6c6ea1cd07
core,cluener,qwen25_05b_base,both,6102,False,0.4673238821560517,0.17918794651632197,5.2918896079063416,1.0,38.05748265609515,37.874740279014546,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/cluener_qwen25_05b_base_both_s6102/TRAINING.json,62f6fec25e7fd082ef8a6cb26a6ddd8650dc8ff1defb32a3deea31eb4aac3154,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/cluener_qwen25_05b_base_both_s6102/dev/SUMMARY.json,5700c18da746a90f4d2b4752bf6de63f62e436131a38b6cce84129db4a89ba9b
core,wikisql,qwen25_05b_base,hidden,7100,False,0.6896003079600632,0.17384120379574597,2.601462349295616,0.265625,36.328125,35.9375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_s7100/TRAINING.json,f11263deb387add6d58bbec2d54669e427c3aec35f3d45df3c3a5a768f7f2521,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_s7100/dev/SUMMARY.json,5b9d40706aaf0bfd8aad2dcd551541dca0d5b5b2e16a3a5673e10a552e0c1465
core,wikisql,qwen25_05b_base,hidden,7101,False,0.7013560831546783,0.18286507995799184,2.635649800300598,0.34375,37.890625,37.109375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_s7101/TRAINING.json,0cae0583b10b828722ed04dc1217fe6afb7bccc91156b0cd809b4526e5a500df,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_s7101/dev/SUMMARY.json,c7abdaf142b847401b5915c1307583e30746d27913f59a5d2528483a5d730bc3
core,wikisql,qwen25_05b_base,hidden,7102,False,0.6766182286664844,0.17518886306788772,2.5631980150938034,0.3125,36.328125,36.03515625,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_s7102/TRAINING.json,15d4f241f005f527336becd1a66996c1ec938ed51f88377e429aec3759c84729,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_s7102/dev/SUMMARY.json,6dcb69a49a52ccaaa6df6ceffc3dc0194474b16ba798dd4a0e2dfa7919600254
core,wikisql,qwen25_05b_base,hidden_budget,7100,False,0.6892104642465711,0.17335286899469793,2.6468441784381866,0.265625,34.375,36.03515625,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_budget_s7100/TRAINING.json,bc1126f822c9c19f0e0b3244917c38e95b0218d2b6fba168c7b52944677f70f8,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_budget_s7100/dev/SUMMARY.json,af6ea21666ded6e4035eb55e1a4f679907f1c077adb056dee78f8329badd961d
core,wikisql,qwen25_05b_base,hidden_budget,7101,False,0.7013544624205679,0.18171526020159945,2.6580877006053925,0.3125,38.28125,37.59765625,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_budget_s7101/TRAINING.json,950636f5b08e0aa27079fd9cb40f41e1dfc3caf6b0074800ae12e21597b1fee5,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_budget_s7101/dev/SUMMARY.json,4e2363e1dad8ca599f2dae4f3472bac7d2383039d177c235e8cf936a33a323d1
core,wikisql,qwen25_05b_base,hidden_budget,7102,False,0.6764329550787807,0.1737549194949679,2.591457322239876,0.296875,37.109375,35.83984375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_budget_s7102/TRAINING.json,6eab3701428a85cd248b56c82aaa1db5c9b7291bd6e8c368b9c90ff20a2211cd,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_budget_s7102/dev/SUMMARY.json,d9b238b9b21a3bbcb549fc59d7250dace8b6a119c9e95e7aae5a205d25a07dca
core,wikisql,qwen25_05b_base,hidden_input,7100,False,0.6807649212423712,0.17024316207971424,5.582972586154938,1.0,36.71875,37.98828125,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_input_s7100/TRAINING.json,7fdaa4753f33a420cac72bf0abed473072a13dbc29c3290b200f36626a71ae84,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_input_s7100/dev/SUMMARY.json,73499e7657d84ac6e2e34c2b9c561d85e5464133c23e4ff1a8ae2b1e6240d559
core,wikisql,qwen25_05b_base,hidden_input,7101,False,0.6863309131003916,0.1745917009538971,5.319399386644363,1.0,40.234375,38.671875,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_input_s7101/TRAINING.json,d216f94a10d61db72160df398e4c679eb86a27fabeebd08a8966ef2c432adad4,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_input_s7101/dev/SUMMARY.json,d2cba2424a2ac41a80f58950faea711160c0307e5e265e19490215c35e630f65
core,wikisql,qwen25_05b_base,hidden_input,7102,False,0.6658340382855386,0.16691300855018198,5.48044291138649,1.0,39.84375,39.74609375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_input_s7102/TRAINING.json,484c5ed2b08fbefc7879e838538eb2af8d6b313e98722f386ee3c4961cf1a115,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_input_s7102/dev/SUMMARY.json,0ed4935d1de7a3ba9bc643ece08f3b38cdcbd5acefeac86cda4e0f3cb836d724
core,wikisql,qwen25_05b_base,hidden_output,7100,False,0.6701064005028456,0.1702140491688624,3.817927360534668,0.578125,38.28125,37.3046875,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_output_s7100/TRAINING.json,a929734a34474b0662aa8e7731af1af11fc3afa3e860b94b990e9dbc6fef9334,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_output_s7100/dev/SUMMARY.json,5857092af9eff0a283bdc41462b6072c3bf9816adf0e81d4d48b8953aa110972
core,wikisql,qwen25_05b_base,hidden_output,7101,False,0.6804725090041757,0.1757679058937356,4.200983971357346,0.5625,38.28125,36.71875,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_output_s7101/TRAINING.json,33516aaecde5962f52aa045a0c7e2c7e3e678b94791b8f4d70f432a09ecd03ba,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_output_s7101/dev/SUMMARY.json,0b3818f0748ca1aa86fbf51fec6c807c033371a2f35b05a909087df0fb286726
core,wikisql,qwen25_05b_base,hidden_output,7102,False,0.6602340661920607,0.1707067204406485,3.725247249007225,0.59375,35.546875,35.9375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_output_s7102/TRAINING.json,dbe1fe72f6b6db9dbc2cdeaf1b3ec785ccc334de310255bea1ec87a0431721da,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_output_s7102/dev/SUMMARY.json,1cc12375d7c04b198680d9d5236e26ba69ace49c5df487c23e250f25f7e177f6
core,wikisql,qwen25_05b_base,hidden_both,7100,False,0.6589968837797642,0.16780089167878032,5.707985550165176,1.0,38.28125,39.6484375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_both_s7100/TRAINING.json,fe89d4456a25d4ea0ee36c8db0a5580f253235248b2eb88ad116917229a7f771,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_both_s7100/dev/SUMMARY.json,5f63455e93d98e0f462c34fac9847ef24283799f56bd3da99fb4af4da0a65ae1
core,wikisql,qwen25_05b_base,hidden_both,7101,False,0.6657547561917454,0.16963676124578342,5.732222497463226,1.0,39.84375,38.0859375,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_both_s7101/TRAINING.json,302ba47e5bfce9f5c143628c65c212dec8c11aa163fa4dbc17d978ee743d80e6,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_both_s7101/dev/SUMMARY.json,840034ceda33e1647aada5510ed568a322634ee8e02de651b5c7c2e2a27c667e
core,wikisql,qwen25_05b_base,hidden_both,7102,False,0.6504373489879072,0.1688162517384626,5.837207138538361,1.0,37.5,37.890625,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_hidden_both_s7102/TRAINING.json,849dc7105d94381d7848c25069a7908087d8e87e49f994ff54bef9efd9e6ad04,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_hidden_both_s7102/dev/SUMMARY.json,1849d1819129e32338a317e8f75f377262ae6cae97a3d01d83c5ea6d51089da2
core,wikisql,qwen25_05b_base,input,7100,False,1.142373220063746,0.40729258581995964,7.067547678947449,1.0,7.421875,7.2265625,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/checkpoints/wikisql_qwen25_05b_base_input_s7100/TRAINING.json,1b0056f22be815af6f629ff25de1da286231b5a342bc047fe9eace47852b6123,/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/model_architecture_14h_20260917/core/evaluations/wikisql_qwen25_05b_base_input_s7100/dev/SUMMARY.json,b60872b73f171f450335d957ed24f396c51876de60d8b22acaa6d96311a1a828
